Date,Open,High,Low,Close,Volume,Value,Frequency
2023-07-31,0,185,180,183,25.793.800,4.691.794.900,1.659
2023-08-01,0,185,177,179,49.872.000,8.963.730.700,1.853
2023-08-02,0,182,176,180,36.331.800,6.526.474.400,1.582
2023-08-03,0,185,180,184,17.643.600,3.223.522.600,1.152
2023-08-04,0,186,182,183,18.232.700,3.358.069.100,1.262
2023-08-07,0,185,179,182,17.270.200,3.133.891.300,1.122
2023-08-08,0,185,182,183,8.751.200,1.602.210.200,678
2023-08-09,0,186,182,184,23.570.100,4.337.089.300,1.234
2023-08-10,0,186,183,185,11.746.200,2.164.272.200,692
2023-08-11,0,185,183,183,7.543.400,1.385.242.300,565
2023-08-14,0,189,182,189,26.724.700,5.000.537.000,1.894
2023-08-15,0,191,186,186,24.270.800,4.572.304.000,1.935
2023-08-16,0,189,185,186,18.038.200,3.354.803.200,870
2023-08-18,0,188,184,185,17.954.800,3.333.574.500,1.03
2023-08-21,0,186,180,180,23.019.300,4.177.680.100,1.289
2023-08-22,0,182,178,180,11.554.300,2.078.219.300,775
2023-08-23,0,183,180,182,7.418.400,1.346.539.200,682
2023-08-24,0,183,180,181,7.746.600,1.405.909.600,861
2023-08-25,0,184,180,184,3.913.100,712.062.300,387
2023-08-28,0,187,182,183,12.937.300,2.385.531.800,781
2023-08-29,0,188,182,187,22.345.100,4.139.644.200,814
2023-08-30,0,189,186,186,14.461.200,2.702.298.400,748
2023-08-31,0,187,181,183,8.739.600,1.597.980.600,829
2023-09-01,0,183,180,181,10.092.800,1.828.722.100,576
2023-09-04,0,183,180,181,8.431.400,1.529.827.500,539
2023-09-05,0,184,180,181,8.245.100,1.494.112.300,603
2023-09-06,0,183,176,178,33.233.700,5.928.085.500,1.691
2023-09-07,0,183,176,178,17.190.200,3.071.755.800,1.08
2023-09-08,0,184,177,180,22.367.800,4.052.303.100,1.082
2023-09-11,0,182,179,180,3.434.200,620.478.600,851
2023-09-12,0,183,179,180,8.317.200,1.504.209.900,1.212
2023-09-13,0,182,180,181,5.856.500,1.058.399.900,469
2023-09-14,0,182,179,180,7.655.600,1.382.014.100,440
2023-09-15,0,183,179,183,9.200.000,1.670.010.500,496
2023-09-18,0,184,176,179,15.745.300,2.819.493.800,777
2023-09-19,0,180,177,178,7.149.000,1.271.804.600,617
2023-09-20,0,181,177,178,6.910.500,1.234.414.400,486
2023-09-21,0,183,178,180,13.173.700,2.385.932.500,679
2023-09-22,0,182,179,181,12.887.300,2.321.937.500,545
2023-09-25,0,183,180,181,6.158.800,1.117.497.000,606
2023-09-26,0,184,179,179,16.102.400,2.930.680.400,850
2023-09-27,0,188,179,186,45.070.900,8.349.343.200,2.346
2023-09-29,0,188,181,183,17.350.900,3.190.436.800,1.36
2023-10-02,0,185,181,184,8.178.700,1.497.637.600,867
2023-10-03,0,185,181,182,6.589.500,1.200.956.600,527
2023-10-04,0,183,178,180,12.011.900,2.152.215.800,863
2023-10-05,0,181,176,177,14.061.800,2.509.634.400,890
2023-10-06,0,181,177,177,8.988.300,1.607.825.000,720
2023-10-09,0,179,174,174,11.384.900,1.997.097.400,1.196
2023-10-10,0,179,174,174,14.013.900,2.466.556.300,10.481
2023-10-11,0,179,174,175,10.014.200,1.765.443.100,689
2023-10-12,0,177,174,176,6.313.100,1.109.328.300,422
2023-10-13,0,177,175,176,4.594.500,808.822.800,248
2023-10-16,0,178,174,175,11.037.900,1.944.771.500,453
2023-10-17,0,177,173,173,4.962.100,865.023.700,434
2023-10-18,0,174,172,172,7.305.700,1.263.955.800,489
2023-10-19,0,173,168,170,14.804.000,2.520.858.200,839
2023-10-20,0,171,166,166,10.353.300,1.726.809.800,683
2023-10-23,0,167,161,161,12.167.500,1.978.853.600,705
2023-10-24,0,168,160,164,10.852.600,1.793.835.500,800
2023-10-25,0,171,164,166,8.714.400,1.460.608.400,803
2023-10-26,0,168,163,164,3.201.000,525.265.200,544
2023-10-27,0,167,164,166,3.120.400,515.944.200,774
2023-10-30,0,166,162,163,4.752.500,777.461.800,497
2023-10-31,0,167,161,166,9.211.300,1.514.100.800,721
2023-11-01,0,167,162,162,15.238.100,2.474.301.500,574
2023-11-02,0,165,160,163,15.568.000,2.538.279.600,495
2023-11-03,0,168,163,168,5.064.200,840.387.500,493
2023-11-06,0,170,168,168,3.434.100,579.796.300,563
2023-11-07,0,171,165,166,6.816.300,1.144.911.500,620
2023-11-08,0,169,164,165,3.844.200,637.089.600,384
2023-11-09,0,167,164,165,1.502.600,248.542.000,362
2023-11-10,0,166,162,163,4.544.300,742.102.000,502
2023-11-13,0,166,163,166,1.413.100,232.615.400,432
2023-11-14,0,169,163,167,17.630.300,2.956.283.300,1.115
2023-11-15,0,171,167,170,18.776.700,3.175.581.100,1.519
2023-11-16,0,171,167,167,3.893.000,657.292.300,741
2023-11-17,0,170,167,167,2.267.600,381.341.600,418
2023-11-20,0,168,165,166,5.358.500,889.783.000,438
2023-11-21,0,167,165,167,3.546.000,588.857.700,404
2023-11-22,0,168,165,166,7.763.400,1.293.470.200,348
2023-11-23,0,168,165,168,3.270.300,546.852.900,513
2023-11-24,0,169,166,166,5.566.900,929.828.700,410
2023-11-27,0,175,166,171,18.826.300,3.243.114.900,1.471
2023-11-28,0,173,168,169,8.329.400,1.412.771.000,681
2023-11-29,0,171,167,170,4.916.300,830.154.400,422
2023-11-30,0,171,167,168,4.121.700,692.541.200,514
2023-12-01,0,170,168,168,2.743.300,462.304.700,314
2023-12-04,0,171,168,169,4.243.700,716.970.000,363
2023-12-05,0,171,163,167,10.538.300,1.758.864.000,550
2023-12-06,0,171,165,167,20.958.400,3.539.063.300,850
2023-12-07,0,168,165,166,3.057.400,507.878.200,290
2023-12-08,0,167,164,165,5.350.100,881.088.900,442
2023-12-11,0,166,163,164,2.901.100,475.875.000,342
2023-12-12,0,164,158,163,11.187.800,1.804.974.300,907
2023-12-13,0,164,160,163,4.576.500,737.070.300,369
2023-12-14,0,167,160,165,4.786.700,789.068.600,551
2023-12-15,0,166,162,162,6.057.900,994.964.800,403
2023-12-18,0,165,160,161,6.895.100,1.112.930.100,630
2023-12-19,0,162,158,161,10.520.100,1.689.305.000,562
2023-12-20,0,166,159,165,8.228.500,1.347.629.400,438
2023-12-21,0,165,162,163,1.480.700,241.430.500,220
2023-12-22,0,165,163,163,1.332.800,218.200.800,233
2023-12-27,0,164,162,163,4.204.500,684.939.100,444
2023-12-28,0,167,162,164,9.350.100,1.538.259.900,420
